MULTI_RES,SINGLE_RES,HOTEL,OFFICE,RETAIL,FOODSTORE,RESTAURANT,INDUSTRIAL,SCHOOL,HOSPITAL,GYM
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.3,0,0.44,0
0.48,0.48,0.456,0,0,0,0,0.48,0,0.48,0
0.36,0.36,0.276,0.12,0.12,0.12,0,0.6,0.12,0.68,0.3
0.24,0.24,0.06,0.24,0.24,0.24,0.138,0.6,0.24,0.68,0.48
0.24,0.24,0.024,0.36,0.24,0.24,0.138,0.48,0.48,0.76,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0.138,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.36,0.36,0.192,0.3,0.24,0.84,0.48
0.36,0.36,0.024,0.24,0.36,0.36,0.498,0.48,0.12,0.76,0
0.24,0.24,0.024,0.36,0.36,0.36,0.258,0.6,0.24,0.76,0.48
0.24,0.24,0.024,0.48,0.24,0.24,0.036,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0,0.48,0.48,0.84,0.6
0.36,0.36,0.024,0.24,0.36,0.36,0,0.48,0.12,0.68,0.48
0.48,0.48,0.06,0.12,0.48,0.48,0,0.48,0,0.68,0.3
0.48,0.48,0.06,0,0.36,0.36,0.138,0.3,0,0.48,0.48
0.48,0.48,0.06,0,0,0,0.174,0.3,0,0.44,0.48
0.48,0.48,0.24,0,0,0,0.294,0.3,0,0.44,0.48
0.6,0.6,0.348,0,0,0,0.444,0.3,0,0.44,0.3
0.6,0.6,0.456,0,0,0,0.12,0.12,0,0.44,0.3
0.6,0.6,0.546,0,0,0,0.102,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0,0,0.44,0
0.48,0.48,0.456,0,0,0,0,0,0,0.48,0
0.36,0.36,0.276,0,0.12,0.12,0,0,0,0.68,0.3
0.24,0.24,0.06,0,0.24,0.24,0.138,0,0,0.68,0.48
0.24,0.24,0.024,0,0.24,0.24,0.138,0,0,0.76,0.6
0.24,0.24,0.024,0,0.24,0.24,0.138,0,0,0.84,0.6
0.24,0.24,0.024,0,0.36,0.36,0.192,0,0,0.84,0.48
0.36,0.36,0.024,0,0.36,0.36,0.498,0,0,0.76,0
0.24,0.24,0.024,0,0.36,0.36,0.258,0,0,0.76,0.48
0.24,0.24,0.024,0,0.24,0.24,0.036,0,0,0.84,0.6
0.24,0.24,0.024,0,0.24,0.24,0,0,0,0.84,0.6
0.36,0.36,0.024,0,0.36,0.36,0,0,0,0.68,0.48
0.48,0.48,0.06,0,0.48,0.48,0,0,0,0.68,0.3
0.48,0.48,0.06,0,0.36,0.36,0.138,0,0,0.48,0.48
0.48,0.48,0.06,0,0,0,0.174,0,0,0.44,0.48
0.48,0.48,0.24,0,0,0,0.294,0,0,0.44,0.48
0.6,0.6,0.348,0,0,0,0.444,0,0,0.44,0.3
0.6,0.6,0.456,0,0,0,0.12,0,0,0.44,0.3
0.6,0.6,0.546,0,0,0,0.102,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0,0,0.44,0
0.48,0.48,0.456,0,0,0,0,0,0,0.48,0
0.36,0.36,0.276,0,0,0,0,0,0,0.68,0.3
0.24,0.24,0.06,0,0,0,0.138,0,0,0.68,0.48
0.24,0.24,0.024,0,0,0,0.138,0,0,0.76,0.6
0.24,0.24,0.024,0,0,0,0.138,0,0,0.84,0.6
0.24,0.24,0.024,0,0,0,0.192,0,0,0.84,0.48
0.36,0.36,0.024,0,0,0,0.498,0,0,0.76,0
0.24,0.24,0.024,0,0,0,0.258,0,0,0.76,0.48
0.24,0.24,0.024,0,0,0,0.036,0,0,0.84,0.6
0.24,0.24,0.024,0,0,0,0,0,0,0.84,0.6
0.36,0.36,0.024,0,0,0,0,0,0,0.68,0.48
0.48,0.48,0.06,0,0,0,0,0,0,0.68,0.3
0.48,0.48,0.06,0,0,0,0.138,0,0,0.48,0.48
0.48,0.48,0.06,0,0,0,0.174,0,0,0.44,0.48
0.48,0.48,0.24,0,0,0,0.294,0,0,0.44,0.48
0.6,0.6,0.348,0,0,0,0.444,0,0,0.44,0.3
0.6,0.6,0.456,0,0,0,0.12,0,0,0.44,0.3
0.6,0.6,0.546,0,0,0,0.102,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.3,0,0.44,0
0.48,0.48,0.456,0,0,0,0,0.48,0,0.48,0
0.36,0.36,0.276,0.12,0.12,0.12,0,0.6,0.12,0.68,0.3
0.24,0.24,0.06,0.24,0.24,0.24,0.138,0.6,0.24,0.68,0.48
0.24,0.24,0.024,0.36,0.24,0.24,0.138,0.48,0.48,0.76,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0.138,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.36,0.36,0.192,0.3,0.24,0.84,0.48
0.36,0.36,0.024,0.24,0.36,0.36,0.498,0.48,0.12,0.76,0
0.24,0.24,0.024,0.36,0.36,0.36,0.258,0.6,0.24,0.76,0.48
0.24,0.24,0.024,0.48,0.24,0.24,0.036,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0,0.48,0.48,0.84,0.6
0.36,0.36,0.024,0.24,0.36,0.36,0,0.48,0.12,0.68,0.48
0.48,0.48,0.06,0.12,0.48,0.48,0,0.48,0,0.68,0.3
0.48,0.48,0.06,0,0.36,0.36,0.138,0.3,0,0.48,0.48
0.48,0.48,0.06,0,0,0,0.174,0.3,0,0.44,0.48
0.48,0.48,0.24,0,0,0,0.294,0.3,0,0.44,0.48
0.6,0.6,0.348,0,0,0,0.444,0.3,0,0.44,0.3
0.6,0.6,0.456,0,0,0,0.12,0.12,0,0.44,0.3
0.6,0.6,0.546,0,0,0,0.102,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.3,0,0.44,0
0.48,0.48,0.456,0,0,0,0,0.48,0,0.48,0
0.36,0.36,0.276,0.12,0.12,0.12,0,0.6,0.12,0.68,0.3
0.24,0.24,0.06,0.24,0.24,0.24,0.138,0.6,0.24,0.68,0.48
0.24,0.24,0.024,0.36,0.24,0.24,0.138,0.48,0.48,0.76,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0.138,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.36,0.36,0.192,0.3,0.24,0.84,0.48
0.36,0.36,0.024,0.24,0.36,0.36,0.498,0.48,0.12,0.76,0
0.24,0.24,0.024,0.36,0.36,0.36,0.258,0.6,0.24,0.76,0.48
0.24,0.24,0.024,0.48,0.24,0.24,0.036,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0,0.48,0.48,0.84,0.6
0.36,0.36,0.024,0.24,0.36,0.36,0,0.48,0.12,0.68,0.48
0.48,0.48,0.06,0.12,0.48,0.48,0,0.48,0,0.68,0.3
0.48,0.48,0.06,0,0.36,0.36,0.138,0.3,0,0.48,0.48
0.48,0.48,0.06,0,0,0,0.174,0.3,0,0.44,0.48
0.48,0.48,0.24,0,0,0,0.294,0.3,0,0.44,0.48
0.6,0.6,0.348,0,0,0,0.444,0.3,0,0.44,0.3
0.6,0.6,0.456,0,0,0,0.12,0.12,0,0.44,0.3
0.6,0.6,0.546,0,0,0,0.102,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.3,0,0.44,0
0.48,0.48,0.456,0,0,0,0,0.48,0,0.48,0
0.36,0.36,0.276,0.12,0.12,0.12,0,0.6,0.12,0.68,0.3
0.24,0.24,0.06,0.24,0.24,0.24,0.138,0.6,0.24,0.68,0.48
0.24,0.24,0.024,0.36,0.24,0.24,0.138,0.48,0.48,0.76,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0.138,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.36,0.36,0.192,0.3,0.24,0.84,0.48
0.36,0.36,0.024,0.24,0.36,0.36,0.498,0.48,0.12,0.76,0
0.24,0.24,0.024,0.36,0.36,0.36,0.258,0.6,0.24,0.76,0.48
0.24,0.24,0.024,0.48,0.24,0.24,0.036,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0,0.48,0.48,0.84,0.6
0.36,0.36,0.024,0.24,0.36,0.36,0,0.48,0.12,0.68,0.48
0.48,0.48,0.06,0.12,0.48,0.48,0,0.48,0,0.68,0.3
0.48,0.48,0.06,0,0.36,0.36,0.138,0.3,0,0.48,0.48
0.48,0.48,0.06,0,0,0,0.174,0.3,0,0.44,0.48
0.48,0.48,0.24,0,0,0,0.294,0.3,0,0.44,0.48
0.6,0.6,0.348,0,0,0,0.444,0.3,0,0.44,0.3
0.6,0.6,0.456,0,0,0,0.12,0.12,0,0.44,0.3
0.6,0.6,0.546,0,0,0,0.102,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.3,0,0.44,0
0.48,0.48,0.456,0,0,0,0,0.48,0,0.48,0
0.36,0.36,0.276,0.12,0.12,0.12,0,0.6,0.12,0.68,0.3
0.24,0.24,0.06,0.24,0.24,0.24,0.138,0.6,0.24,0.68,0.48
0.24,0.24,0.024,0.36,0.24,0.24,0.138,0.48,0.48,0.76,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0.138,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.36,0.36,0.192,0.3,0.24,0.84,0.48
0.36,0.36,0.024,0.24,0.36,0.36,0.498,0.48,0.12,0.76,0
0.24,0.24,0.024,0.36,0.36,0.36,0.258,0.6,0.24,0.76,0.48
0.24,0.24,0.024,0.48,0.24,0.24,0.036,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0,0.48,0.48,0.84,0.6
0.36,0.36,0.024,0.24,0.36,0.36,0,0.48,0.12,0.68,0.48
0.48,0.48,0.06,0.12,0.48,0.48,0,0.48,0,0.68,0.3
0.48,0.48,0.06,0,0.36,0.36,0.138,0.3,0,0.48,0.48
0.48,0.48,0.06,0,0,0,0.174,0.3,0,0.44,0.48
0.48,0.48,0.24,0,0,0,0.294,0.3,0,0.44,0.48
0.6,0.6,0.348,0,0,0,0.444,0.3,0,0.44,0.3
0.6,0.6,0.456,0,0,0,0.12,0.12,0,0.44,0.3
0.6,0.6,0.546,0,0,0,0.102,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.3,0,0.44,0
0.48,0.48,0.456,0,0,0,0,0.48,0,0.48,0
0.36,0.36,0.276,0.12,0.12,0.12,0,0.6,0.12,0.68,0.3
0.24,0.24,0.06,0.24,0.24,0.24,0.138,0.6,0.24,0.68,0.48
0.24,0.24,0.024,0.36,0.24,0.24,0.138,0.48,0.48,0.76,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0.138,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.36,0.36,0.192,0.3,0.24,0.84,0.48
0.36,0.36,0.024,0.24,0.36,0.36,0.498,0.48,0.12,0.76,0
0.24,0.24,0.024,0.36,0.36,0.36,0.258,0.6,0.24,0.76,0.48
0.24,0.24,0.024,0.48,0.24,0.24,0.036,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0,0.48,0.48,0.84,0.6
0.36,0.36,0.024,0.24,0.36,0.36,0,0.48,0.12,0.68,0.48
0.48,0.48,0.06,0.12,0.48,0.48,0,0.48,0,0.68,0.3
0.48,0.48,0.06,0,0.36,0.36,0.138,0.3,0,0.48,0.48
0.48,0.48,0.06,0,0,0,0.174,0.3,0,0.44,0.48
0.48,0.48,0.24,0,0,0,0.294,0.3,0,0.44,0.48
0.6,0.6,0.348,0,0,0,0.444,0.3,0,0.44,0.3
0.6,0.6,0.456,0,0,0,0.12,0.12,0,0.44,0.3
0.6,0.6,0.546,0,0,0,0.102,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0,0,0.44,0
0.48,0.48,0.456,0,0,0,0,0,0,0.48,0
0.36,0.36,0.276,0,0.12,0.12,0,0,0,0.68,0.3
0.24,0.24,0.06,0,0.24,0.24,0.138,0,0,0.68,0.48
0.24,0.24,0.024,0,0.24,0.24,0.138,0,0,0.76,0.6
0.24,0.24,0.024,0,0.24,0.24,0.138,0,0,0.84,0.6
0.24,0.24,0.024,0,0.36,0.36,0.192,0,0,0.84,0.48
0.36,0.36,0.024,0,0.36,0.36,0.498,0,0,0.76,0
0.24,0.24,0.024,0,0.36,0.36,0.258,0,0,0.76,0.48
0.24,0.24,0.024,0,0.24,0.24,0.036,0,0,0.84,0.6
0.24,0.24,0.024,0,0.24,0.24,0,0,0,0.84,0.6
0.36,0.36,0.024,0,0.36,0.36,0,0,0,0.68,0.48
0.48,0.48,0.06,0,0.48,0.48,0,0,0,0.68,0.3
0.48,0.48,0.06,0,0.36,0.36,0.138,0,0,0.48,0.48
0.48,0.48,0.06,0,0,0,0.174,0,0,0.44,0.48
0.48,0.48,0.24,0,0,0,0.294,0,0,0.44,0.48
0.6,0.6,0.348,0,0,0,0.444,0,0,0.44,0.3
0.6,0.6,0.456,0,0,0,0.12,0,0,0.44,0.3
0.6,0.6,0.546,0,0,0,0.102,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0,0,0.44,0
0.48,0.48,0.456,0,0,0,0,0,0,0.48,0
0.36,0.36,0.276,0,0,0,0,0,0,0.68,0.3
0.24,0.24,0.06,0,0,0,0.138,0,0,0.68,0.48
0.24,0.24,0.024,0,0,0,0.138,0,0,0.76,0.6
0.24,0.24,0.024,0,0,0,0.138,0,0,0.84,0.6
0.24,0.24,0.024,0,0,0,0.192,0,0,0.84,0.48
0.36,0.36,0.024,0,0,0,0.498,0,0,0.76,0
0.24,0.24,0.024,0,0,0,0.258,0,0,0.76,0.48
0.24,0.24,0.024,0,0,0,0.036,0,0,0.84,0.6
0.24,0.24,0.024,0,0,0,0,0,0,0.84,0.6
0.36,0.36,0.024,0,0,0,0,0,0,0.68,0.48
0.48,0.48,0.06,0,0,0,0,0,0,0.68,0.3
0.48,0.48,0.06,0,0,0,0.138,0,0,0.48,0.48
0.48,0.48,0.06,0,0,0,0.174,0,0,0.44,0.48
0.48,0.48,0.24,0,0,0,0.294,0,0,0.44,0.48
0.6,0.6,0.348,0,0,0,0.444,0,0,0.44,0.3
0.6,0.6,0.456,0,0,0,0.12,0,0,0.44,0.3
0.6,0.6,0.546,0,0,0,0.102,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.3,0,0.44,0
0.48,0.48,0.456,0,0,0,0,0.48,0,0.48,0
0.36,0.36,0.276,0.12,0.12,0.12,0,0.6,0.12,0.68,0.3
0.24,0.24,0.06,0.24,0.24,0.24,0.138,0.6,0.24,0.68,0.48
0.24,0.24,0.024,0.36,0.24,0.24,0.138,0.48,0.48,0.76,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0.138,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.36,0.36,0.192,0.3,0.24,0.84,0.48
0.36,0.36,0.024,0.24,0.36,0.36,0.498,0.48,0.12,0.76,0
0.24,0.24,0.024,0.36,0.36,0.36,0.258,0.6,0.24,0.76,0.48
0.24,0.24,0.024,0.48,0.24,0.24,0.036,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0,0.48,0.48,0.84,0.6
0.36,0.36,0.024,0.24,0.36,0.36,0,0.48,0.12,0.68,0.48
0.48,0.48,0.06,0.12,0.48,0.48,0,0.48,0,0.68,0.3
0.48,0.48,0.06,0,0.36,0.36,0.138,0.3,0,0.48,0.48
0.48,0.48,0.06,0,0,0,0.174,0.3,0,0.44,0.48
0.48,0.48,0.24,0,0,0,0.294,0.3,0,0.44,0.48
0.6,0.6,0.348,0,0,0,0.444,0.3,0,0.44,0.3
0.6,0.6,0.456,0,0,0,0.12,0.12,0,0.44,0.3
0.6,0.6,0.546,0,0,0,0.102,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.3,0,0.44,0
0.48,0.48,0.456,0,0,0,0,0.48,0,0.48,0
0.36,0.36,0.276,0.12,0.12,0.12,0,0.6,0.12,0.68,0.3
0.24,0.24,0.06,0.24,0.24,0.24,0.138,0.6,0.24,0.68,0.48
0.24,0.24,0.024,0.36,0.24,0.24,0.138,0.48,0.48,0.76,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0.138,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.36,0.36,0.192,0.3,0.24,0.84,0.48
0.36,0.36,0.024,0.24,0.36,0.36,0.498,0.48,0.12,0.76,0
0.24,0.24,0.024,0.36,0.36,0.36,0.258,0.6,0.24,0.76,0.48
0.24,0.24,0.024,0.48,0.24,0.24,0.036,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0,0.48,0.48,0.84,0.6
0.36,0.36,0.024,0.24,0.36,0.36,0,0.48,0.12,0.68,0.48
0.48,0.48,0.06,0.12,0.48,0.48,0,0.48,0,0.68,0.3
0.48,0.48,0.06,0,0.36,0.36,0.138,0.3,0,0.48,0.48
0.48,0.48,0.06,0,0,0,0.174,0.3,0,0.44,0.48
0.48,0.48,0.24,0,0,0,0.294,0.3,0,0.44,0.48
0.6,0.6,0.348,0,0,0,0.444,0.3,0,0.44,0.3
0.6,0.6,0.456,0,0,0,0.12,0.12,0,0.44,0.3
0.6,0.6,0.546,0,0,0,0.102,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.3,0,0.44,0
0.48,0.48,0.456,0,0,0,0,0.48,0,0.48,0
0.36,0.36,0.276,0.12,0.12,0.12,0,0.6,0.12,0.68,0.3
0.24,0.24,0.06,0.24,0.24,0.24,0.138,0.6,0.24,0.68,0.48
0.24,0.24,0.024,0.36,0.24,0.24,0.138,0.48,0.48,0.76,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0.138,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.36,0.36,0.192,0.3,0.24,0.84,0.48
0.36,0.36,0.024,0.24,0.36,0.36,0.498,0.48,0.12,0.76,0
0.24,0.24,0.024,0.36,0.36,0.36,0.258,0.6,0.24,0.76,0.48
0.24,0.24,0.024,0.48,0.24,0.24,0.036,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0,0.48,0.48,0.84,0.6
0.36,0.36,0.024,0.24,0.36,0.36,0,0.48,0.12,0.68,0.48
0.48,0.48,0.06,0.12,0.48,0.48,0,0.48,0,0.68,0.3
0.48,0.48,0.06,0,0.36,0.36,0.138,0.3,0,0.48,0.48
0.48,0.48,0.06,0,0,0,0.174,0.3,0,0.44,0.48
0.48,0.48,0.24,0,0,0,0.294,0.3,0,0.44,0.48
0.6,0.6,0.348,0,0,0,0.444,0.3,0,0.44,0.3
0.6,0.6,0.456,0,0,0,0.12,0.12,0,0.44,0.3
0.6,0.6,0.546,0,0,0,0.102,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.3,0,0.44,0
0.48,0.48,0.456,0,0,0,0,0.48,0,0.48,0
0.36,0.36,0.276,0.12,0.12,0.12,0,0.6,0.12,0.68,0.3
0.24,0.24,0.06,0.24,0.24,0.24,0.138,0.6,0.24,0.68,0.48
0.24,0.24,0.024,0.36,0.24,0.24,0.138,0.48,0.48,0.76,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0.138,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.36,0.36,0.192,0.3,0.24,0.84,0.48
0.36,0.36,0.024,0.24,0.36,0.36,0.498,0.48,0.12,0.76,0
0.24,0.24,0.024,0.36,0.36,0.36,0.258,0.6,0.24,0.76,0.48
0.24,0.24,0.024,0.48,0.24,0.24,0.036,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0,0.48,0.48,0.84,0.6
0.36,0.36,0.024,0.24,0.36,0.36,0,0.48,0.12,0.68,0.48
0.48,0.48,0.06,0.12,0.48,0.48,0,0.48,0,0.68,0.3
0.48,0.48,0.06,0,0.36,0.36,0.138,0.3,0,0.48,0.48
0.48,0.48,0.06,0,0,0,0.174,0.3,0,0.44,0.48
0.48,0.48,0.24,0,0,0,0.294,0.3,0,0.44,0.48
0.6,0.6,0.348,0,0,0,0.444,0.3,0,0.44,0.3
0.6,0.6,0.456,0,0,0,0.12,0.12,0,0.44,0.3
0.6,0.6,0.546,0,0,0,0.102,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.12,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0.3,0,0.44,0
0.48,0.48,0.456,0,0,0,0,0.48,0,0.48,0
0.36,0.36,0.276,0.12,0.12,0.12,0,0.6,0.12,0.68,0.3
0.24,0.24,0.06,0.24,0.24,0.24,0.138,0.6,0.24,0.68,0.48
0.24,0.24,0.024,0.36,0.24,0.24,0.138,0.48,0.48,0.76,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0.138,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.36,0.36,0.192,0.3,0.24,0.84,0.48
0.36,0.36,0.024,0.24,0.36,0.36,0.498,0.48,0.12,0.76,0
0.24,0.24,0.024,0.36,0.36,0.36,0.258,0.6,0.24,0.76,0.48
0.24,0.24,0.024,0.48,0.24,0.24,0.036,0.6,0.48,0.84,0.6
0.24,0.24,0.024,0.48,0.24,0.24,0,0.48,0.48,0.84,0.6
0.36,0.36,0.024,0.24,0.36,0.36,0,0.48,0.12,0.68,0.48
0.48,0.48,0.06,0.12,0.48,0.48,0,0.48,0,0.68,0.3
0.48,0.48,0.06,0,0.36,0.36,0.138,0.3,0,0.48,0.48
0.48,0.48,0.06,0,0,0,0.174,0.3,0,0.44,0.48
0.48,0.48,0.24,0,0,0,0.294,0.3,0,0.44,0.48
0.6,0.6,0.348,0,0,0,0.444,0.3,0,0.44,0.3
0.6,0.6,0.456,0,0,0,0.12,0.12,0,0.44,0.3
0.6,0.6,0.546,0,0,0,0.102,0.12,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.54,0,0,0,0,0,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0,0,0.44,0
0.6,0.6,0.546,0,0,0,0,0,0,0.44,0
0.48,0.48,0.456,0,0,0,0,0,0,0.48,0
0.36,0.36,0.276,0,0.12,0.12,0,0,0,0.68,0.3
0.24,0.24,0.06,0,0.24,0.24,0.138,0,0,0.68,0.48
0.24,0.24,0.024,0,0.24,0.24,0.138,0,0,0.76,0.6
0.24,0.24,0.024,0,0.24,0.24,0.138,0,0,0.84,0.6
0.24,0.24,0.024,0,0.36,0.36,0.192,0,0,0.84,0.48
0.36,0.36,0.024,0,0.36,0.36,0.498,0,0,0.76,0
0.24,0.24,0.024,0,0.36,0.36,0.258,0,0,0.76,0.48
0.24,0.24,0.024,0,0.24,0.24,0.036,0,0,0.84,0.6
0.24,0.24,0.024,0,0.24,0.24,0,0,0,0.84,0.6
0.36,0.36,0.024,0,0.36,0.36,0,0,0,0.68,0.48
0.48,0.48,0.06,0,0.48,0.48,0,0,0,0.68,0.3
0.48,0.48,0.06,0,0.36,0.36,0.138,0,0,0.48,0.48
0.48,0.48,0.06,0,0,0,0.174,0,0,0.44,0.48
0.48,0.48,0.24,0,0,0,0.294,0,0,0.44,0.48
0.6,0.6,0.348,0,0,0,0.444,0,0,0.44,0.3
